1558491616.606680, 0
1558491616.676067, 7
1558491616.711812, 5
1558491616.739717, 15
1558491616.775838, 20
1558491616.793876, 23
1558491616.811957, 27
1558491616.829840, 33
1558491616.846834, 38
1558491616.867062, 45
1558491616.885849, 47
1558491616.903764, 52
1558491616.921842, 59
1558491616.936848, 63
1558491616.951827, 66
1558491616.967034, 71
1558491616.983794, 75
1558491616.999904, 80
1558491617.015805, 84
1558491617.030898, 87
1558491617.047800, 92
1558491617.062952, 98
1558491617.078947, 99
1558491617.093804, 100
1558491617.108839, 99
1558491617.123807, 100
1558491617.138880, 100
1558491617.153804, 99
1558491617.169009, 99
1558491617.183985, 99
1558491617.201961, 99
1558491617.217084, 99
1558491617.232840, 99
1558491617.247876, 100
1558491617.262993, 100
1558491617.277824, 99
1558491617.292949, 99
1558491617.307951, 99
1558491617.323826, 100
1558491617.338952, 100
1558491617.355003, 100
1558491617.372325, 98
1558491617.388444, 99
1558491617.405073, 100
1558491617.421159, 99
1558491617.444024, 99
1558491617.467933, 99
1558491617.492572, 99
1558491617.513175, 98
1558491617.533418, 99
1558491617.555065, 98
1558491617.575207, 99
1558491617.595285, 99
1558491617.625174, 99
1558491617.651529, 99
1558491617.677015, 100
1558491617.703576, 99
1558491617.730918, 100
1558491617.761136, 100
1558491617.787044, 99
1558491617.813619, 100
1558491617.837286, 100
1558491617.859226, 99
1558491617.879979, 100
1558491617.901122, 98
1558491617.923935, 99
1558491617.939011, 99
1558491617.954590, 98
1558491617.974113, 99
1558491617.989263, 100
1558491618.005801, 100
1558491618.020957, 99
1558491618.037819, 100
1558491618.054071, 99
1558491618.069812, 100
1558491618.085824, 99
1558491618.104171, 99
1558491618.120933, 100
1558491618.137507, 98
1558491618.153894, 96
1558491618.170998, 95
1558491618.188913, 100
1558491618.207915, 97
1558491618.224942, 94
1558491618.241903, 98
1558491618.258840, 98
1558491618.274902, 99
1558491618.293181, 99
1558491618.310948, 97
1558491618.327923, 96
1558491618.345343, 96
1558491618.365940, 94
1558491618.384226, 94
1558491618.401861, 98
1558491618.421087, 99
1558491618.439069, 97
1558491618.455090, 97
1558491618.476960, 97
1558491618.492123, 97
1558491618.509902, 96
1558491618.524994, 94
1558491618.541860, 93
1558491618.557054, 98
1558491618.576960, 96
1558491618.592141, 98
1558491618.611172, 98
1558491618.627982, 100
1558491618.645078, 96
1558491618.661001, 97
1558491618.677107, 96
1558491618.693933, 95
1558491618.709975, 97
1558491618.725977, 100
1558491618.741152, 99
1558491618.757129, 97
1558491618.773189, 97
1558491618.788952, 98
1558491618.807199, 96
1558491618.825447, 96
1558491618.842020, 92
1558491618.859102, 83
1558491618.875199, 80
1558491618.892105, 75
1558491618.907203, 74
1558491618.922067, 70
1558491618.937128, 66
1558491618.953159, 64
1558491618.969102, 61
1558491618.985112, 59
1558491619.000209, 60
1558491619.016114, 59
1558491619.031136, 53
1558491619.046217, 49
1558491619.061034, 44
1558491619.076153, 37
1558491619.091963, 31
1558491619.108130, 25
1558491619.125250, 25
1558491619.140177, 25
1558491619.156450, 17
1558491619.175047, 13
1558491619.190225, 13
1558491619.205258, 14
1558491619.221249, 14
1558491619.237050, 13
1558491619.253152, 13
1558491619.269145, 13
1558491619.285064, 13
1558491619.301285, 14
1558491619.317272, 13
1558491619.333124, 15
1558491619.350425, 14
1558491619.366474, 14
1558491619.382129, 14
1558491619.398401, 16
1558491619.415046, 15
1558491619.431338, 16
1558491619.452306, 16
1558491619.473636, 15
1558491619.493992, 16
1558491619.512418, 18
1558491619.530228, 18
1558491619.548043, 17
1558491619.565740, 16
1558491619.585893, 17
1558491619.605249, 18
1558491619.624915, 17
1558491619.642696, 17
1558491619.662213, 17
1558491619.682574, 18
1558491619.702090, 18
1558491619.722781, 19
1558491619.742237, 18
1558491619.762398, 18
1558491619.781830, 18
1558491619.800374, 19
1558491619.819246, 20
1558491619.837419, 20
1558491619.856002, 19
1558491619.875371, 19
1558491619.895452, 20
1558491619.915351, 20
1558491619.934411, 20
1558491619.951545, 19
1558491619.968928, 19
1558491619.985706, 20
1558491620.002149, 21
1558491620.018717, 21
1558491620.035104, 22
1558491620.051806, 22
1558491620.068524, 21
1558491620.085103, 20
1558491620.101926, 21
1558491620.117999, 22
1558491620.135316, 22
1558491620.151983, 22
1558491620.168837, 21
1558491620.185089, 22
1558491620.201654, 22
1558491620.217753, 23
1558491620.234317, 23
1558491620.250694, 22
1558491620.266767, 22
1558491620.284578, 22
1558491620.303990, 22
1558491620.323430, 24
1558491620.342913, 24
1558491620.362662, 23
1558491620.383300, 23
1558491620.402619, 24
1558491620.421471, 24
1558491620.439555, 25
1558491620.457201, 24
1558491620.474554, 24
1558491620.491793, 25
1558491620.509481, 24
1558491620.526843, 25
1558491620.544695, 26
1558491620.561987, 25
1558491620.579688, 25
1558491620.597152, 24
1558491620.614796, 25
1558491620.632652, 27
1558491620.650597, 27
1558491620.668361, 26
1558491620.686285, 25
1558491620.704116, 25
1558491620.720800, 26
1558491620.736306, 26
1558491620.751860, 26
1558491620.767488, 27
1558491620.782708, 27
1558491620.798274, 26
1558491620.813884, 26
1558491620.828866, 27
1558491620.843977, 27
1558491620.858915, 27
1558491620.875026, 27
1558491620.890695, 26
1558491620.906313, 26
1558491620.921465, 27
1558491620.937212, 28
1558491620.952736, 29
1558491620.970952, 28
1558491620.989470, 27
1558491621.009437, 26
1558491621.025344, 28
1558491621.040893, 28
1558491621.057104, 28
1558491621.072481, 29
1558491621.088215, 28
1558491621.103838, 28
1558491621.118985, 29
1558491621.134399, 30
1558491621.149441, 29
1558491621.165125, 28
1558491621.180164, 30
1558491621.195756, 28
1558491621.210761, 28
1558491621.225937, 29
1558491621.240984, 30
1558491621.256330, 30
1558491621.271636, 29
1558491621.287149, 29
1558491621.302893, 30
1558491621.318222, 30
1558491621.335447, 31
1558491621.350976, 30
1558491621.368203, 30
1558491621.383554, 29
1558491621.399218, 29
1558491621.414560, 31
1558491621.430310, 31
1558491621.448122, 30
1558491621.465937, 31
1558491621.483825, 31
1558491621.501810, 31
1558491621.520429, 31
1558491621.540094, 31
1558491621.561334, 31
1558491621.581931, 33
1558491621.599984, 31
1558491621.619016, 30
1558491621.637332, 32
1558491621.655987, 32
1558491621.674665, 33
1558491621.693035, 31
1558491621.711156, 30
1558491621.729668, 32
1558491621.748900, 34
1558491621.767087, 32
1558491621.791500, 33
1558491621.812018, 31
1558491621.836128, 34
1558491621.855545, 33
1558491621.881227, 34
1558491621.900602, 33
1558491621.922630, 33
1558491621.940107, 35
1558491621.957461, 34
1558491621.977339, 34
1558491621.993575, 34
1558491622.009810, 34
1558491622.025257, 33
1558491622.044207, 34
1558491622.060955, 34
1558491622.078193, 34
1558491622.100511, 34
1558491622.121324, 36
1558491622.142353, 35
1558491622.158279, 36
1558491622.180149, 36
1558491622.195850, 35
1558491622.212491, 33
1558491622.229161, 35
1558491622.245416, 35
1558491622.265470, 36
1558491622.281004, 35
1558491622.296696, 35
1558491622.312194, 34
1558491622.329530, 37
1558491622.345100, 36
1558491622.360230, 35
1558491622.375804, 35
1558491622.391414, 35
1558491622.407464, 35
1558491622.423730, 35
1558491622.438702, 37
1558491622.454323, 36
1558491622.470542, 35
1558491622.486064, 37
1558491622.501186, 37
1558491622.516266, 36
1558491622.531467, 36
1558491622.546462, 37
1558491622.561338, 37
1558491622.576902, 36
1558491622.591521, 37
1558491622.607084, 37
1558491622.622008, 36
1558491622.637612, 37
1558491622.653194, 37
1558491622.668473, 37
1558491622.683453, 36
1558491622.698494, 37
1558491622.713461, 37
1558491622.728650, 38
1558491622.743864, 38
1558491622.758847, 39
1558491622.778861, 39
1558491622.793938, 38
1558491622.808628, 39
1558491622.823466, 37
1558491622.839152, 37
1558491622.854866, 38
1558491622.870504, 39
1558491622.886104, 38
1558491622.901136, 37
1558491622.916187, 38
1558491622.931306, 39
1558491622.949181, 40
1558491622.966981, 40
1558491622.984277, 40
1558491623.002155, 39
1558491623.020650, 38
1558491623.038446, 39
1558491623.056771, 39
1558491623.074926, 38
