1558492031.232132, 3
1558492031.345463, 7
1558492031.370381, 9
1558492031.393441, 15
1558492031.409533, 18
1558492031.425420, 23
1558492031.443611, 26
1558492031.461829, 33
1558492031.482312, 35
1558492031.498333, 42
1558492031.513346, 46
1558492031.529553, 51
1558492031.547507, 55
1558492031.563320, 60
1558492031.578485, 64
1558492031.594294, 67
1558492031.610260, 72
1558492031.627277, 80
1558492031.644227, 81
1558492031.660284, 87
1558492031.677317, 91
1558492031.696319, 95
1558492031.711287, 100
1558492031.730264, 106
1558492031.745226, 112
1558492031.763286, 115
1558492031.779274, 121
1558492031.795238, 124
1558492031.811169, 128
1558492031.828181, 133
1558492031.844110, 137
1558492031.861187, 142
1558492031.877247, 146
1558492031.893518, 149
1558492031.909110, 149
1558492031.925296, 150
1558492031.940204, 150
1558492031.955156, 150
1558492031.970246, 149
1558492031.985170, 149
1558492032.000129, 149
1558492032.015122, 150
1558492032.030144, 150
1558492032.045235, 150
1558492032.060962, 150
1558492032.077243, 150
1558492032.094076, 149
1558492032.115046, 148
1558492032.131029, 150
1558492032.147048, 149
1558492032.163133, 149
1558492032.177965, 149
1558492032.198067, 150
1558492032.214064, 149
1558492032.229029, 149
1558492032.244096, 149
1558492032.259133, 150
1558492032.274069, 150
1558492032.289076, 150
1558492032.304032, 149
1558492032.319132, 150
1558492032.334116, 149
1558492032.349087, 150
1558492032.364022, 149
1558492032.378949, 150
1558492032.394107, 150
1558492032.409552, 150
1558492032.428065, 150
1558492032.445591, 150
1558492032.463220, 149
1558492032.481055, 148
1558492032.498807, 148
1558492032.516503, 147
1558492032.534436, 149
1558492032.552104, 150
1558492032.569750, 149
1558492032.587223, 150
1558492032.609893, 150
1558492032.630481, 149
1558492032.648034, 149
1558492032.665785, 149
1558492032.683264, 149
1558492032.701185, 149
1558492032.718863, 149
1558492032.736323, 149
1558492032.753992, 150
1558492032.771723, 148
1558492032.789363, 148
1558492032.807130, 149
1558492032.824893, 150
1558492032.842584, 149
1558492032.861152, 150
1558492032.878779, 150
1558492032.897103, 150
1558492032.915174, 150
1558492032.933328, 150
1558492032.950801, 150
1558492032.968613, 150
1558492032.986583, 150
1558492033.004990, 150
1558492033.023327, 149
1558492033.041569, 150
1558492033.060170, 149
1558492033.078705, 148
1558492033.097099, 148
1558492033.115689, 148
1558492033.134115, 149
1558492033.151940, 149
1558492033.170282, 147
1558492033.190871, 145
1558492033.211941, 148
1558492033.236126, 149
1558492033.261709, 150
1558492033.286677, 149
1558492033.305521, 149
1558492033.324708, 150
1558492033.343097, 150
1558492033.362456, 148
1558492033.380802, 147
1558492033.398830, 144
1558492033.415437, 149
1558492033.431748, 149
1558492033.447911, 148
1558492033.463869, 148
1558492033.480907, 149
1558492033.498892, 146
1558492033.514972, 146
1558492033.532490, 147
1558492033.548754, 149
1558492033.564754, 150
1558492033.581078, 148
1558492033.597328, 148
1558492033.613246, 148
1558492033.630114, 147
1558492033.646322, 145
1558492033.662551, 149
1558492033.678472, 148
1558492033.694429, 150
1558492033.710721, 149
1558492033.727091, 148
1558492033.743343, 145
1558492033.759528, 145
1558492033.776238, 145
1558492033.793079, 144
1558492033.809293, 145
1558492033.826626, 148
1558492033.842749, 148
1558492033.860985, 148
1558492033.880931, 146
1558492033.896570, 146
1558492033.914319, 149
1558492033.931690, 149
1558492033.949544, 149
1558492033.967724, 149
1558492033.985131, 147
1558492034.002810, 143
1558492034.021235, 145
1558492034.038682, 145
1558492034.056366, 148
1558492034.074983, 145
1558492034.093427, 146
1558492034.111822, 148
1558492034.130080, 147
1558492034.147766, 145
1558492034.165283, 145
1558492034.184081, 149
1558492034.202117, 148
1558492034.220313, 149
1558492034.238336, 148
1558492034.256175, 146
